LineID	ControlName	English	French	German	Italian	Japanese	Korean	Russian	Spanish	Brazilian	Polish	Tags
3182	DF_FAQ_PVP_A4	Arenas from #11 to #16 are Legendary Arenas. Once you move into them, you are eligible for Season Rewards. Earn Skill Rating during a month-long season to unlock a reward pack that you will claim at the end of the Season. Reward is based on the highest Skill Rating you have achieved during the Season.	Les arènes de 11 à 16 sont des arènes légendaires. Une fois que tu les as atteintes, tu peux gagner des récompenses de saison. Augmente ton niveau de compétence durant une saison d'un mois pour déverrouiller un pack de récompenses que tu récupèreras à la fin de la saison. La récompense est basée sur le niveau de compétence le plus élevé que tu as atteint durant la saison.	Die Arenen von #11 bis #16 sind legendäre Arenen. Sobald du in sie einziehst, kannst du Saison-Belohnungen verdienen. Erlange Skill-Punkte in einer Saison, die einen Monat dauert, um ein Belohnungspaket freizuschalten, das du am Ende der Saison abholen kannst. Die Belohnung ist abhängig von der höchsten Skill-Punktzahl, die du im Verlauf der Saison erhalten hast.	Le Arene dalla numero 11 alla numero 16 sono Arene leggendarie. Una volta che vi accedi, hai diritto alle ricompense stagionali. Aumenta il tuo Livello Abilità durante una stagione, lunga un mese, per sbloccare un pacchetto ricompensa che potrai riscuotere alla fine della stagione. La ricompensa si basa sul Livello Abilità più alto che hai ottenuto nel corso della stagione.	アリーナ11～16はレジェンドアリーナです。このアリーナに達するとシーズン報酬の対象になります。1か月続くシーズン中にスキルレートを上げることで、報酬パックがアンロックされてシーズンの終わりに入手できます。報酬はシーズン中に達成した最高スキルレートに基づいています。	투기장 11부터 16은 전설 투기장입니다. 전설 투기장에 들어서면 시즌 보상을 받을 수 있습니다. 한 달간의 시즌에서 스킬 등급을 얻어 시즌 종료 시 받을 수 있는 보상 팩을 잠금 해제하세요. 시즌 동안 달성한 최고 스킬 등급을 기준으로 보상을 드립니다.	Арены 11–16 — это легендарные арены. Открыв их, ты можешь побороться за награды сезона. Каждый сезон длится месяц. Зарабатывай рейтинг навыков и открывай награду, которую ты получишь в конце сезона. Твоя награда зависит от заработанного за сезон рейтинга навыков.	Las arenas de la 11 a la 16 son arenas legendarias. Cuando llegues a una de ellas, podrás optar a las recompensas de temporada. Gana nivel de habilidad durante el mes que dura la temporada para desbloquear un pack que recibirás al terminar la temporada. Las recompensas dependen del nivel de habilidad más alto que hayas alcanzado durante la temporada.	As Arenas 11 a 16 são Lendárias. Quando passar para elas, terá direito a Recompensas da Temporada. Consiga Nível de Habilidade durante uma temporada de um mês para desbloquear um pacote de recompensas, a ser entregue ao final da temporada. A recompensa é baseada no Nível de Habilidade mais alto que você conquistou durante a Temporada.	Areny od 11 do 16 to areny legendarne. Po dostaniu się na nie otrzymasz nagrody sezonu. Podczas trwającego miesiąc sezonu zdobywaj punkty do poziomu umiejętności, aby odblokować pakiet nagród do odebrania pod koniec sezonu. Nagrody te będą zależały od najwyższego poziomu umiejętności osiągniętego w danym sezonie.	DF,FAQ
3183	DF_FAQ_PVP_A5	The game will always try to match you with an opponent of the same Skill Rating as you. If it can't do so within a reasonable time, it will try to find someone little higher or lower than you. The system is built so that most of the time, you play against people that are close to you in terms of game progress, level and skill, although occasionally you can meet weaker or stronger opponents.	Le jeu tâchera toujours de te mettre en compétition avec des adversaires du même niveau de compétence que toi. S'il n'y parvient pas dans un délai raisonnable, il tentera de trouver un adversaire dont le niveau est légèrement supérieur ou inférieur au tien. Le système est conçu pour t'opposer à des adversaires proches de toi en termes de progression, de niveau et de capacités, mais il pourra t'arriver de rencontrer des joueurs plus ou moins forts que toi.	Das Spiel wird immer versuchen, dir einen Gegner zu bieten, der die gleichen Skill-Punkte hat wie du. Wenn das innerhalb einer bestimmten Zeit nicht möglich ist, sucht er nach jemandem, der einen Rang über oder unter dir ist. Das System ist so ausgelegt, dass du gegen Leute antrittst, die in etwa dasselbe Niveau hinsichtlich Level und Fertigkeiten erlangt haben, auch wenn du gelegentlich gegen stärkere oder schwächere Gegner antreten musst.	Il gioco cercherà sempre di trovare un avversario col tuo stesso Livello Abilità. Se non ci riesce in un tempo ragionevole, cercherà qualcuno appena superiore o inferiore a te. Il sistema è progettato in modo che la maggioranza delle volte tu possa giocare contro persone simili a te in quanto a progressi di gioco, livello e abilità, anche se talvolta potresti incontrare avversari più deboli o più forti.	同じスキルレートのプレイヤーが対戦相手としてマッチアップされる仕組みになっています。一定の時間内に適切な対戦相手が見つからないときは、スキルレートが少し高かったり低かったりするプレイヤーを探します。このシステムは、できるだけゲーム進捗、レベル、スキルが近い相手とプレイを楽しめるように設計されていますが、場合によって強い相手や弱い相手が割り当たることもあります。	PvP 매치 상대는 가능하면 자신과 같은 스킬 등급의 플레이어로 정해집니다. 하지만 적합한 상대를 찾는 데 너무 오래 걸리면 자신보다 스킬 등급이 높거나 낮은 플레이어를 찾습니다. 매치메이킹 시스템은 자신과 게임 진행도, 레벨, 스킬이 비슷한 상대를 찾아주지만, 가끔 자신보다 약하거나 강한 상대를 만나기도 합니다.	Игра всегда будет пытаться подобрать для тебя противника с тем же рейтингом навыков. Если за разумное время этого сделать не удастся, тебе подыщут противника с рейтингом немного выше или ниже твоего. Система работает таким образом, что в большинстве случаев ты получаешь равных себе противников. Критериями здесь являются игровой прогресс, уровень и навыки. Впрочем, иногда тебе все же будут попадаться более слабые или сильные соперники.	El juego siempre intentará emparejarte con rivales de tu mismo nivel de habilidad. Si no hay resultados después de un tiempo razonable, buscará rivales de mayor o menor habilidad. El sistema está hecho para que tus rivales tengan un progreso, nivel y habilidad similares a los tuyos, pero alguna vez podrá tocarte luchar contra alguien más fuerte o más débil que tú.	O jogo sempre vai tentar emparelhar você com um oponente de mesmo Nível de Habilidade. Se não for possível fazê-lo em um tempo aceitável, ele tentará encontrar alguém um nível acima ou abaixo do seu. O sistema é feito para que, na maioria das vezes, você jogue contra pessoas próximas ao seu nível, habilidade e progresso no jogo. Contudo, às vezes você vai enfrentar oponentes mais fortes ou mais fracos.	Gra zawsze będzie starała się połączyć cię z przeciwnikiem o tym samym poziomie umiejętności. Jeśli nie uda się jej to w określonym czasie, spróbuje znaleźć kogoś na zbliżonym poziomie. System zbudowany jest w taki sposób, że zwykle grasz przeciwko ludziom o podobnych do ciebie postępach w grze i poziomie umiejętności, choć od czasu do czasu natkniesz się na słabszych lub silniejszych przeciwników.	DF,FAQ
3184	DF_FAQ_PVP_A6	The game will give you free packs of cards for your performance in PVP. Each pack requires a specific number of phones destroyed in PVP to be claimed. All the opponent’s phones you have destroyed in PVP count towards your next PVP pack, regardless whether you win or lose.	Le jeu te décernera des packs de cartes gratuits pour récompenser tes performances en PvP. Chaque pack nécessite un nombre précis de téléphones détruits en PvP pour être obtenu. Tous les téléphones des adversaires que tu as détruits en PvP comptent pour ton pack PvP suivant, que tu gagnes ou perdes.	Das Spiel gibt dir Gratis-Kartenpakete für deine Siege im PvP-Modus. Jedes Paket erfordert eine bestimmte Anzahl zerstörter Handys im PvP, bevor du es dir abholen kannst. Alle von dir im PvP zerstörten gegnerischen Handys zählen für dein nächstes PvP-Paket ungeachtet dessen, ob du gewinnst oder verlierst.	Il gioco ti regalerà dei pacchetti di carte gratuite per le tue prestazioni in PvP. Per poterlo riscattare, ogni pacchetto richiede un determinato numero di telefonini distrutti in PvP. Tutti i telefonini degli avversari che hai distrutto in PvP contano per il pacchetto PvP successivo, indipendentemente dal fatto che tu vinca o perda.	PvP対戦を通じて、無料カードパックを獲得できます。パックを獲得するにはPvPで一定数のケータイを破壊する必要があります。勝敗にかかわらず、PvPで破壊した対戦相手のケータイはすべて、PvPパック獲得までのケータイ破壊数としてカウントします。	PvP 실적에 따라 무료 팩을 받습니다. 무료 팩을 받으려면 PvP 매치에서 파괴한 폰이 일정 수만큼 필요합니다. 승리 여부와는 상관없이 PvP에서 파괴한 모든 적의 폰으로 PvP 팩을 산정합니다.	За победы в режиме PvP ты будешь получать бесплатные наборы. Для получения каждого набора требуется определенное количество уничтоженных телефонов в PvP-боях. Засчитываются все уничтоженные телефоны противников независимо от того, выиграешь ты матч или проиграешь.	El juego te da packs gratuitos de cartas por tu rendimiento en el JcJ. Cada pack requiere que rompas un número concreto de teléfonos en el JcJ. Todos los teléfonos de rivales que rompas en el JcJ cuentan para el siguiente pack JcJ, independientemente de si ganas o pierdes.	O jogo lhe dará pacotes de cartas grátis pelas suas vitórias no JxJ. Cada pacote requer uma quantidade específica de vitórias no JxJ para ser obtido. Todos os telefones do adversário que você destruir no JxJ contam para o pacote seguinte de JxJ, a despeito de ter ou não vencido.	Gra daje ci darmowe pakiety kart za postępy w trybie PvP. Każdy pakiet wymaga określonej liczby zniszczonych telefonów w PvP. Wszystkie telefony przeciwników zniszczone w meczach PvP liczą się na poczet następnego pakietu PvP, bez względu na to, czy zwyciężysz, czy przegrasz mecz.	DF,FAQ
3185	DF_FAQ_PVP_A7	Because there are many other great things to do. Go for a walk. Talk to your friends. Watch a South Park episode. Or play some of the single-player content of "Phone Destroyer".	Il y a plein d'autres choses sympas à faire. Aller te promener. Discuter avec tes amis. Regarder un épisode de South Park. Ou jouer au contenu solo de "Phone Destroyer".	Weil es noch viele andere Dinge zu tun gibt. Geh spazieren, spricht mit Freunden, sieh dir eine South Park-Episode an oder spiele die Einzelspieler-Inhalte von „Phone Destroyer“.	Perché ci sono tante altre bellissime cose da fare: andare a fare una passeggiata, parlare con i tuoi amici, guardare un episodio di South Park, giocare uno dei contenuti per giocatore singolo di "Phone Destroyer".	他にもやるべき楽しいことがたくさんあるからです。散歩に行く。友達と話す。アニメの『サウスパーク』を見る。『Phone Destroyer』のシングルプレイヤー・コンテストに参加するなど。	게임 말고도 할 일은 많습니다. 산책하거나 친구와 이야기하세요. South Park 드라마를 시청하는 것도 좋습니다. "Phone Destroyer"의 싱글플레이 콘텐츠를 즐겨보세요.	Потому что и без того есть много всего интересного. Сходи погулять. Поболтай с друзьями. Посмотри эпизод «Южного Парка». Или поиграй в одиночную кампанию South Park: Phone Destroyer™.	Porque tienes mejores cosas que hacer. Vete a dar un paseo, relaciónate con la gente. O ponte a ver South Park. Y recuerda que "Phone Destroyer" también tiene contenido para un jugador.	Como há muitas outras coisas incríveis a fazer na vida, saia para dar uma volta, fale com seus amigos, assista a um episódio de South Park, ou jogue um pouco da campanha de um jogador de "Phone Destroyer" (Destruidor de Telefones).	Bo masz mnóstwo innych, wspaniałych rzeczy do roboty. Idź na spacer. Porozmawiaj z przyjaciółmi. Obejrzyj epizod South Park. Albo pograj w zawartość dla pojedynczego gracza w "Phone Destroyer".	DF,FAQ
3186	DF_FAQ_ACCOUNT_Q1	Can I play on multiple devices?	Je peux jouer sur plusieurs appareils ?	Kann ich auf verschiedenen Geräten spielen?	Posso giocare su più dispositivi?	複数のデバイスでプレイできますか？	여러 기기에서 플레이할 수 있나요?	Можно ли использовать для игры сразу несколько устройств?	¿Puedo jugar en más de un dispositivo?	Posso jogar em mais de um dispositivo?	Czy mogę grać na różnych urządzeniach?	DF,FAQ
3187	DF_FAQ_ACCOUNT_Q2	Can I transfer my progress from iOS to Android or the other way around?	Je peux transférer ma progression d'iOS à Android, et vice-versa ?	Kann ich meine Spielfortschritte von iOS auf Android übertragen oder umgekehrt?	Posso trasferire i miei progressi da iOS ad Android o viceversa?	ゲームの進捗をiOSからAndroidや他の携帯端末に移すことはできますか？	iOS의 게임 데이터를 Android로 옮기거나 그 반대의 경우도 가능한가요?	Можно ли сохранить игровой прогресс при переходе с iOS на Android или наоборот?	¿Puedo transferir mi progreso de iOS a Android, y viceversa?	Posso transferir o meu progresso de iOS para Android e vice versa?	Czy mogę przenieść swoje postępy z iOS-a na Androida albo z powrotem?	DF,FAQ
3188	DF_FAQ_ACCOUNT_Q3	I've lost my progress!	J'ai perdu ma progression !	Ich habe meinen Spielfortschritt verloren!	Ho perso i miei progressi!	進捗内容が失われてしまいました！	사용자 데이터가 사라졌어요!	Мой игровой прогресс пропал!	¡He perdido mi progreso!	Perdi o meu progresso!	Straciłem swoje postępy!	DF,FAQ
3189	DF_FAQ_ACCOUNT_Q4	I'm using the correct account, but my progress is still lost!	J'utilise le bon compte, et pourtant je ne trouve plus ma progression !	Ich benutze das richtige Konto, aber mein Spielfortschritt ist dennoch verloren!	Sto usando l'account giusto, ma i miei progressi sono spariti!	正しいアカウントを使っているのに、進捗内容が失われてしまいます。	평소 계정에 로그인했는데 사용자 데이터가 사라졌어요!	Я использую верную учетную запись, но игровой прогресс все равно пропал!	¡Estoy en la cuenta correcta, pero he perdido mi progreso!	Estou usando a conta correta, mas o meu progresso ainda assim está perdido!	Używam właściwego konta, ale wciąż nie widzę swoich postępów!	DF,FAQ
3190	DF_FAQ_ACCOUNT_Q5	My game crashes!	Mon jeu plante !	Mein Spiel stürzt ab!	Il gioco si blocca!	ゲームがクラッシュします。	게임이 튕겨요!	Игра вылетает!	¡El juego se cuelga!	Meu jogo fica travando!	Moja gra przestaje działać!	DF,FAQ
3191	DF_FAQ_ACCOUNT_Q6	My game doesn't start!	Mon jeu ne veut pas se lancer !	Mein Spiel startet nicht!	Il gioco non parte!	ゲームが開始しません。	게임이 시작되지 않아요!	Игра не запускается!	¡El juego no se abre!	Meu jogo nem inicia!	Moja gra się nie uruchamia!	DF,FAQ
3192	DF_FAQ_ACCOUNT_A1	Yes, you can play on multiple iOS or Android devices as long as you and have previously connected your progress to Game Center (on iOS) or Google Play Games (on Android) accounts, and are signed in with the same accounts.	Oui, tu peux jouer sur plusieurs appareils iOS ou Android du moment que tu as connecté ta progression au compte Game Center (sur iOS) ou Google Play Games (sur Android) et que tu te connectes avec les mêmes comptes.	Ja, du kannst auf verschiedenen iOS- und Android-Geräten spielen, solange du dich mit demselben Game-Center- (auf iOS) oder Google-Play-Spiele-Konto (auf Android) anmeldest, mit dem du zuvor deine Spielstände verknüpft hast.	Sì, puoi giocare su più dispositivi iOS o Android a patto che tu abbia già collegato i progressi al tuo account Game Center (su iOS) o Google Play Giochi (su Android) e che tu abbia eseguito l'accesso con lo stesso account.	はい。同じGame Center（iOS）またはGoogle（Android）アカウントでログインすれば、複数のiOSまたはAndroidデバイスでプレイできます。	예, Game Center(iOS) 또는 Google Play Games(Android) 계정에 연결하여 사용자 데이터를 저장해 두었다면 여러 iOS나 Android 기기에서 게임을 플레이할 수 있습니다.	Да, ты можешь играть на нескольких устройствах на iOS или Android, если твой прогресс привязан к учетной записи Game Center (для iOS) или Google Play Игры (для Android) и ты используешь одну и ту же учетную запись.	Sí, puedes jugar en varios dispositivos iOS o Android siempre y cuando hayas conectado tu progreso con Game Center (para iOS) o con Google Play Juegos (para Android) e inicies sesión con las mismas cuentas.	Sim, você pode jogar em vários dispositivos iOS ou Android sempre que e quando estiver conectado com a mesma conta do Game Center (iOS) ou Google Play Games (Android), e tiver sessão iniciada na conta certa.	Tak, możesz grać na wielu urządzeniach iOS lub Android, jeśli poprzednio byłeś połączony z Game Center (na iOS-ie) lub Google (na Androidzie) i póki jesteś zalogowany na tym samych samych kontach Game Center (na iOS-ie) lub Google (na Androidzie).	DF,FAQ
3193	DF_FAQ_ACCOUNT_A2	Unfortunately, it's not possible to transfer your progress from iOS to Android or from Android to iOS.	Malheureusement, tu ne peux pas transférer ta progression d'iOS à Android ou d'Android à iOS.	Leider ist es nicht möglich, den Spielfortschritt von iOS auf Android oder von Android auf iOS zu übertragen.	Purtroppo, non è possibile trasferire i progressi da iOS ad Android o da Android a iOS.	残念ですがゲームの進捗をiOSからAndroidに、AndroidからiOSに移すことはできません。	안타깝게도 iOS와 Android 사이에서 게임 데이터를 옮길 수 없습니다.	К сожалению, перенести игровой прогресс с iOS на Android или с Android на iOS невозможно.	Lo sentimos, pero no puedes transferir tu progreso de iOS a Android ni de Android a iOS.	Infelizmente, não é possível transferir o seu progresso de iOS para Android e vice versa.	Niestety nie da się przenosić postępów z iOS-a na Androida ani z Androida na iOS-a.	DF,FAQ
3194	DF_FAQ_ACCOUNT_A3	Make sure you are signed in with the correct Game Center account (if you play on iOS device) or Google account (if you play on Android device).	Vérifie que tu t'es connecté avec le bon compte Game Center (si tu joues sur iOS) ou Google (si tu joues sur Android).	Überprüfe, ob du dich mit dem richtigen Game Center- (auf iOS) oder Google-Konto (auf Android) angemeldet hast.	Assicurati di aver eseguito l'accesso con l'account giusto su Game Center (se giochi su un dispositivo iOS) o Google (se giochi su un dispositivo Android).	正しいGame Centerアカウント（iOS）またはGoogle（Android）アカウントでログインしていることを確認してください。	평소에 사용하는 Game Center(iOS 사용자) 또는 Google(Android 사용자) 계정으로 로그인했는지 확인하세요.	Убедись, что используешь правильную учетную запись Game Center (если играешь на устройстве с iOS) или Google (если играешь на устройстве с Android).	Asegúrate de que has iniciado sesión en tu cuenta correcta de Game Center (si juegas en un dispositivo iOS) o de Google (si juegas en un dispositivo Android).	Confira se entrou com a conta correta do Game Center (se estiver em um dispositivo iOS) ou do Google (se estiver em um dispositivo Android).	Upewnij się, że jesteś zalogowany na prawidłowym koncie Game Center (jeśli grasz na urządzeniu iOS) lub Google (jeśli grasz na urządzeniu Android).	DF,FAQ
3195	DF_FAQ_ACCOUNT_A4	Contact our customer support {address/form}. Provide them with as much information about your account as you can - your in-game name, New Kid level, PVP rank and so on.	Contacte l'assistance {address/form}. Fournis-leur autant d'informations que possible sur ton compte (ton pseudo en jeu, le niveau de ton personnage, ton rang PvP, etc.).	Kontaktiere unseren Kundendienst {address/form}. Gib ihnen so viele Informationen über dein Konto, deinen Namen im Spiel, deinen Neuer-Level, deinen PvP-Rang usw. wie möglich.	Contatta la nostra assistenza tecnica {address/form}. Fornisci il maggior numero di informazioni possibile sul tuo account: il tuo nome nel gioco, il livello del Novellino, il rango PvP e così via.	カスタマーサポート{address/form} までお問い合わせください。その際、あなたのアカウント情報をできるだけ多く伝えてください。ゲーム内で使用している名前、「新入り」レベル、PvPランクなどです。	고객 지원 센터({address/form})에 문의하세요. 문의할 때 게임 내 이름, 신삥 레벨, PvP 계급 등 자신의 계정에 관해 최대한 많은 정보를 제공하세요.	Обратись в нашу службу технической поддержки: {address/form}. Сообщи им как можно больше информации о своей учетной записи: твое имя в игре, уровень Новичка, ранг PvP и так далее.	Contacta con atención al cliente {address/form}. Proporciona toda la información que puedas sobre tu cuenta: tu nombre en el juego, nivel, rango JcJ, etc.	Entre em contato com o atendimento ao cliente {address/form}. Forneça o máximo de informações sobre a sua conta que puder, seu nome no jogo, nível do(a) Mulek, Classificação de JxJ, etc.	Skontaktuj się z naszym działem pomocy {address/form}. Przekaż jak najwięcej informacji o swoim koncie - swoją ksywkę, poziom Nowego, rangę PvP i tak dalej.	DF,FAQ
3196	DF_FAQ_ACCOUNT_A5	Make sure you are playing on a supported device. Please check the list of supported devices:\n* iOS:\n** iPhone 5S\n** iPhone SE\n** iPhone 6 and iPhone 6 Plus\n** iPhone 6S and iPhone 6S Plus\n** iPhone 7 and iPhone 7 Plus\n** iPad Pro and iPad Pro Mini\n** iPad Air and iPad Air 2\n** iPad Mini 2, iPad Mini 3 and iPad Mini 4\n*Android:\n** The game supports Android devices with at least 2GB RAM.	Vérifie que tu joues sur un appareil pris en charge par le jeu. Consulte la liste des appareils pris en charge :\n* iOS :\n** iPhone 5S\n** iPhone SE\n** iPhone 6 et iPhone 6 Plus\n** iPhone 6S et iPhone 6S Plus\n** iPhone 7 et iPhone 7 Plus\n** iPad Pro et iPad Pro Mini\n** iPad Air et iPad Air 2\n** iPad Mini 2, iPad Mini 3 et iPad Mini 4\n*Android :\n** Le jeu prend en charge les appareils Android pourvus d'au moins 2 Go de RAM.	Sorge dafür, dass du auf einem Gerät spielst, das unterstützt wird. Hier findest du die Liste der unterstützten Geräte: \n* iOS:\n** iPhone 5S\n** iPhone SE\n** iPhone 6 und iPhone 6 Plus\n** iPhone 6S und iPhone 6S Plus\n** iPhone 7 und iPhone 7 Plus\n** iPad Pro und iPad Pro Mini\n** iPad Air und iPad Air 2\n** iPad Mini 2, iPad Mini 3 und iPad Mini 4\n*Android:\n** Das Spiel unterstützt Android-Geräte mit mindestens 2 GB RAM.	Assicurati di giocare su un dispositivo supportato. Consulta la lista dei dispositivi supportati:\n* iOS:\n** iPhone 5S\n** iPhone SE\n** iPhone 6 e iPhone 6 Plus\n** iPhone 6S e iPhone 6S Plus\n** iPhone 7 e iPhone 7 Plus\n** iPad Pro e iPad Pro Mini\n** iPad Air e iPad Air 2\n** iPad Mini 2, iPad Mini 3 e iPad Mini 4\n*Android:\n** Il gioco supporta i dispositivi Android con almeno 2 GB di RAM.	サポートされているデバイスでプレイしていることを確認してください。サポートされているデバイス一覧は次の通りです：\n*iOS：\n** iPhone 5S\n** iPhone SE\n** iPhone 6、iPhone 6 Plus\n** iPhone 6S、iPhone 6S Plus\n** iPhone 7、iPhone 7 Plus\n** iPad Pro、iPad Pro Mini\n** iPad Air、iPad Air 2\n** iPad Mini 2、iPad Mini 3、iPad Mini 4\n*Android：\n** メモリ2GB以上のAndroid端末がサポート対象です。	이 게임이 지원하는 기기인지 확인하세요. 지원 기기 목록을 확인하세요.\n* iOS:\n** iPhone 5S\n** iPhone SE\n** iPhone 6 및 iPhone 6 Plus\n** iPhone 6S 및 iPhone 6S Plus\n** iPhone 7 및 iPhone 7 Plus\n** iPad Pro 및 iPad Pro Mini\n** iPad Air 및 iPad Air 2\n** iPad Mini 2, iPad Mini 3 및 iPad Mini 4\n*Android:\n** 본 게임은 최소 2GB RAM이 장착된 Android 기기를 지원합니다.	Убедись, что используешь совместимое устройство. Вот список совместимых устройств:\n* iOS:\n** iPhone 5s\n** iPhone SE\n** iPhone 6 и iPhone 6 Plus\n** iPhone 6s и iPhone 6s Plus\n** iPhone 7 и iPhone 7 Plus\n** iPad Pro и iPad Pro mini\n** iPad Air и iPad Air 2\n** iPad mini 2, iPad mini 3 и iPad mini 4\n*Android:\n** Для запуска игры на устройстве, работающем на Android, требуется как минимум 2 ГБ оперативной памяти.	Asegúrate de que tu dispositivo es compatible con el juego. Consulta la lista de dispositivos compatibles:\n* iOS:\n** iPhone 5S\n** iPhone SE\n** iPhone 6 e iPhone 6 Plus\n** iPhone 6S e iPhone 6S Plus\n** iPhone 7 e iPhone 7 Plus\n** iPad Pro e iPad Pro Mini\n** iPad Air e iPad Air 2\n** iPad Mini 2, iPad Mini 3 e iPad Mini 4\n*Android:\n** Compatible con dispositivos Android de al menos 2GB de RAM.	Verifique se está jogando em um dispositivo compatível. Consulte a lista de dispositivos compatíveis:\n* iOS:\n** iPhone 5S\n** iPhone SE\n** iPhone 6 e iPhone 6 Plus\n** iPhone 6S e iPhone 6S Plus\n** iPhone 7 e iPhone 7 Plus\n** iPad Pro e iPad Pro Mini\n** iPad Air e iPad Air 2\n** iPad Mini 2, iPad Mini 3 e iPad Mini 4\n*Android:\n** O jogo é compatível com dispositivos Android com pelo menos 2 GB de RAM.	Sprawdź, czy grasz na urządzeniu, które jest wspierane. Prosimy sprawdzić listę wspieranych urządzeń:\n* iOS:\n** iPhone 5S\n** iPhone SE\n** iPhone 6 oraz iPhone 6 Plus\n** iPhone 6S oraz iPhone 6S Plus\n** iPhone 7 oraz iPhone 7 Plus\n** iPad Pro oraz iPad Pro Mini\n** iPad Air oraz iPad Air 2\n** iPad Mini 2, iPad Mini 3 oraz iPad Mini 4\n*Android:\n** Gra wspiera urządzenia z systemem Android, które mają co najmniej 2 GB pamięci RAM.	DF,FAQ
3197	DF_FAQ_ACCOUNT_A6	Make sure you play on a supported device.*If you have previously connected the game to Game Center or Google Play Games, make sure you are logged in with same account.*If nothing helps, contact our customer support {address/form}.*	Vérifie que tu joues sur un appareil pris en charge par le jeu.*Si tu as connecté le jeu à Game Center ou Google Play Games, vérifie que tu es connecté avec le même compte.*Si rien n'y fait, contacte l'assistance {address/form}.*	Sorge dafür, dass du auf einem Gerät spielst, das unterstützt wird. *Überprüfe, ob du mit demselben Game Center- oder Google Play Spiele-Konto angemeldet bist, wenn du zuvor schon gespielt hast. *Falls all das nichts hilft, dann kontaktiere unseren Kundendienst {address/form}.*	Assicurati di giocare su un dispositivo supportato.*Se hai collegato il gioco a Game Center o Google Play Giochi, verifica di aver eseguito l'accesso con lo stesso account.*Se il problema persiste, contatta la nostra assistenza tecnica {address/form}.*	サポートされているデバイスでプレイしていることを確認してください。*Game CenterアカウントまたはGoogleアカウントでログインしていることを確認してください。それでもうまくいかない場合、カスタマーサポート {address/form}* までお問い合わせください。	이 게임이 지원하는 기기인지 확인하세요. *이전에 게임을 통해 Game Center 또는 Google Play Games에 연결한 적이 있는 경우, 동일한 계정을 사용해야 합니다. *그래도 문제가 해결되지 않으면 고객 지원 센터({address/form})에 문의하세요.*	Убедись, что используешь совместимое устройство.*Если к игре уже привязана учетная запись Game Center или Google Play Игры, убедись, что ты используешь одну и ту же учетную запись.*Если ничего не помогает, обратись в нашу службу поддержки: {address/form}.*	Asegúrate de que tu dispositivo es compatible.*Si has conectado el juego con Game Center o con Google Play Juegos, comprueba que hayas iniciado sesión con la misma cuenta.*Si no da resultado, contacta con atención al cliente {address/form}.*	Verifique se está jogando em um dispositivo compatível.*Se você já conectou o jogo ao Game Center ou ao Google Play Games, confirme se entrou com a conta correta.*Se nada disso ajudar, fale com nosso atendimento ao cliente {address/form}.*	Sprawdź, czy grasz na urządzeniu, które jest wspierane.*Sprawdź, czy jesteś zalogowany na koncie Game Center albo Google Play Games, którego wcześniej używałeś logując się do gry.*Jeśli nic nie pomaga, skontaktuj się z naszym działem pomocy {address/form}.	DF,FAQ
3945	DF_FAQ_OFFICIAL_SITE	Also be sure to visit the official {South Park: Phone Destroyer} site!	Et pense à visiter le site officiel de  {South Park: Phone Destroyer} !	Besuche auch die offizielle {South Park: Phone Destroyer}-Website!	Ricordati anche di visitare il sito ufficiale di {South Park: Phone Destroyer}!	公式の{South Park: Phone Destroyer}のウェブサイトのチェックもお忘れなく！	공식 {South Park: Phone Destroyer} 사이트에 방문하세요!	И не забудь зайти на официальный сайт {South Park: Phone Destroyer}!	¡No olvides visitar la web oficial de {South Park: Phone Destroyer}!	Não deixe de visitar o site oficial: {South Park: Phone Destroyer}!	Odwiedź również oficjalną stronę gry {South Park: Phone Destroyer}!	DF,FAQ
3946	DF_FAQ_BUTTON_GENERAL	General	Général	Allgemein	Generale	一般的な質問	일반	Общее	General	Geral	Ogólne	DF,FAQ
3947	DF_FAQ_BUTTON_BASICS	Basics	Bases	Grundlagen	I fondamentali	基本	기본	Основы	Lo básico	Básico	Podstawy	DF,FAQ
3948	DF_FAQ_BUTTON_CARDS	Cards	Cartes	Karten	Carte	カード	카드	Карты	Cartas	Cartas	Karty	DF,FAQ
3949	DF_FAQ_BUTTON_CAMPAIGN	Campaign	Campagne	Kampagne	Campagna	ストーリー	캠페인	Кампания	Campaña	Campanha	Kampania	DF,FAQ
3950	DF_FAQ_BUTTON_PVP	PVP	PvP	PvP	PvP	PvP	PvP	PvP	JcJ	JxJ	PvP	DF,FAQ
3951	DF_FAQ_BUTTON_ACCOUNT	Account	Compte	Konto	Account	アカウント	계정	Учетная запись	Cuenta	Conta	Konto	DF,FAQ
3952	DF_FAQ_BUTTON_MORE	More...	Plus...	Mehr ...	Altro...	その他	기타	Еще...	Más...	Mais...	Więcej…	DF,FAQ
3953	DF_FAQ_BUTTON_FINDOUT	Find out more...	En savoir plus...	Finde mehr heraus ...	Scopri altro...	さらに調べる	더 알아보기	Узнай больше...	Saber más...	Saiba mais...	Dowiedz się więcej…	DF,FAQ
3954	DF_FAQ_BUTTON_LANGUAGE	Language	Langue	Sprache	Lingua	言語	언어	Язык	Idioma	Idioma	Język	DF,FAQ
4009	DF_FAQ_BUTTON_TEAMS	Teams	Équipes	Teams	Squadre	チーム	팀	Команды	Equipos	Equipes	Drużyny	DF,FAQ
